CKEY;CREF;CNUM;CEND;TEXTCODE;NAME
;;;;32.3.25.;32.3.25. Определение уровня глюкозы в крови лабораторным методом
;;;;32.3.26.;32.3.26. Определение уровня общего холестерина в крови лабораторным методом
;;;;32.3.3.;32.3.3. Определение уровня глюкозы в крови экспресс-методом илилабораторным методом
;;;;32.3.30.;32.3.30. Анализ мочи общий
;;;;32.3.35.;32.3.35. Исследование гинекологического мазка на гонококки,трихомонады,степень чистоты
;;;;32.3.4.;32.3.4. Определение уровня общего холестерина в крови экспресс- методом
;;;;32.3.40.;32.3.40. Общий анализ кала
;;;;32.3.41.;32.3.41. Исследование кала на скрытую кровь
;;;;32.3.46.;32.3.46. Определение скрытой крови в кале иммунохроматографическим методом (ИХА)
;;;;32.3.5.;32.3.5. Анализ крови биохимический общетерапевтический (в объеме не менее исследования уровня креатинина, общего билирубина, асп
;;;;32.3.5.;32.3.5. Анализ крови биохимический общетерапевтический (в объеме не менее исследования уровня креатинина, общего билирубина, асп
;;;;32.3.6.;32.3.6. Анализ крови по оценке нарушений липидного обмена  биохимический (Определение уровня общего холестерина, холестерина лип
;;;;32.3.7.;32.3.7. Исследование уровня гликированного гемоглобина в крови
;;;;32.3.8.;32.3.8. Исследование уровня простатспецифического антигена в крови
;;;;32.3.9.;32.3.9. Исследование уровня общего эстрадиола в крови
;;;;32.30.;32.30. I этап диспансеризации взрослого населения в определенные возрастные периоды для МЛДК
;;;;32.30.1.;32.30.1. Диспансеризация мужчин в определенные возрастные периоды (МЛДК)
;;;;32.30.1.1.;32.30.1.1. Мужчины 21, 24, 27, 30, 33 года (МЛДК)
;;;;32.30.1.10.;32.30.1.10. Мужчины 75, 78, 81, 84 года (МЛДК)
;;;;32.30.1.11.;32.30.1.11. Мужчины 87, 90, 93, 96, 99 лет (МЛДК)
;;;;32.30.1.2.;32.30.1.2. Мужчины 36, 39, 42 года (МЛДК)
;;;;32.30.1.3.;32.30.1.3. Мужчины 45 лет (МЛДК)
;;;;32.30.1.4.;32.30.1.4. Мужчины 48, 54 года (МЛДК)
;;;;32.30.1.5.;32.30.1.5. Мужчины 51 год (МЛДК)
;;;;32.30.1.6.;32.30.1.6. Мужчины 57 лет (МЛДК)
;;;;32.30.1.7.;32.30.1.7. Мужчины 60 лет (МЛДК)
;;;;32.30.1.8.;32.30.1.8. Мужчины  63, 69 лет (МЛДК)
;;;;32.30.1.9.;32.30.1.9. Мужчины 66, 72 года (МЛДК)
;;;;32.30.2.;32.30.2. Диспансеризация женщин в определенные возрастные периоды (МЛДК)
;;;;32.30.2.1.;32.30.2.1. Женщины 21, 24, 27 лет (МЛДК)
;;;;32.30.2.10.;32.30.2.10. Женщины 69 лет (МЛДК)
;;;;32.30.2.11.;32.30.2.11. Женщины 72 года (МЛДК)
;;;;32.30.2.12.;32.30.2.12. Женщины 75, 78, 81, 84 года (МЛДК)
;;;;32.30.2.13.;32.30.2.13. Женщины 87, 90, 93, 96, 99 лет (МЛДК)
;;;;32.30.2.2.;32.30.2.2. Женщины 30,33,36 лет (МЛДК)
;;;;32.30.2.3.;32.30.2.3. Женщины 39,42 года (МЛДК)
;;;;32.30.2.4.;32.30.2.4. Женщины 45, 48 лет (МЛДК)
;;;;32.30.2.5.;32.30.2.5. Женщины 51, 57 лет (МЛДК)
;;;;32.30.2.6.;32.30.2.6. Женщины 54 года (МЛДК)
;;;;32.30.2.7.;32.30.2.7. Женщины 60 года (МЛДК)
;;;;32.30.2.8.;32.30.2.8. Женщины 63 года (МЛДК)
;;;;32.30.2.9.;32.30.2.9. Женщины 66 лет (МЛДК)
;;;;32.31.;32.31. Диспансеризация пребывающих в стационарных учреждениях детей-сирот и детей, находящихся в трудной жизненной ситуации, дет
;;;;32.31.1.;32.31.1. Мальчики. Диспансеризация пребывающих в стац.учр. детей-сирот и детей, находящихся в трудной жизненной ситуации (МЛДК)
;;;;32.31.1.1.;32.31.1.1. Мальчики от 0 до 3 лет (включая УЗИ тазобедренных суставов и нейросонографию в случае её отсутствия ) (МЛДК)
;;;;32.31.1.4.;32.31.1.4. Мальчики от 3 до 4 лет включительно (МЛДК)
;;;;32.31.1.5.;32.31.1.5. Мальчики от 5 до 6 лет включительно (МЛДК)
;;;;32.31.1.6.;32.31.1.6. Мальчики от 7 до 14 лет включительно (МЛДК)
;;;;32.31.1.8.;32.31.1.8. Мальчики от 15 до 17 лет включительно (МЛДК)
;;;;32.31.2.;32.31.2. Девочки. Диспансеризация пребывающих в стац.учр. детей-сирот и детей, находящихся в трудной жизненной ситуации (МЛДК)
;;;;32.31.2.1.;32.31.2.1. Девочки от 0 до 3 лет (включая УЗИ тазобедренных суставов и нейросонографию в случае её отсутствия) (МЛДК)
;;;;32.31.2.4.;32.31.2.4. Девочки от 3 до 4 лет включительно (МЛДК)
;;;;32.31.2.5.;32.31.2.5. Девочки от 5 до 6 лет включительно (МЛДК)
;;;;32.31.2.6.;32.31.2.6. Девочки от 7 до 14 лет включительно (МЛДК)
;;;;32.31.2.8.;32.31.2.8. Девочки от 15 до 17 лет включительно (МЛДК)
;;;;32.4.;32.4. Инструментальные методы исследования
;;;;32.4.1.;32.4.1. Электрокардиография при записи на неавтоматизированных приборах
;;;;32.4.10.;32.4.10. Флюорография легких
;;;;32.4.11.;32.4.11. Обзорная рентгенография органов грудной клетки в двух проекциях
;;;;32.4.12.;32.4.12. Маммография обеих молочных желез
;;;;32.4.2.;32.4.2. Спирометрия- Исследование неспровоцированных дыхательных объемов и потоков
;;;;32.4.20.;32.4.20. Эзофагогастродуоденоскопия
;;;;32.4.21.;32.4.21. Ректороманоскопия
;;;;32.4.22.;32.4.22. Колоноскопия
;;;;32.4.3.;32.4.3. Эхокардиография   детям старше 7 лет
;;;;32.4.4.;32.4.4. Эхокардиография   детям до 7 лет
;;;;32.4.40.;32.4.40. Ультразвуковое исследование женщин на предмет исключения новообразований (УЗИ поджелудочной железы, почек, матки и яичн
;;;;32.4.41.;32.4.41. Ультразвуковое исследование мужчин на предмет исключения новообразований (УЗИ поджелудочной железы, почек,  простаты)
;;;;32.4.42.;32.4.42. Ультразвуковое исследование брюшной аорты
;;;;32.4.43.;32.4.43. Дуплексное сканирование брахиоцефальных артерий
;;;;32.4.44.;32.4.44. Ультразвуковое исследование органов брюшной полости (комплексное) детям
;;;;32.4.45.;32.4.45. Ультразвуковое исследование органов брюшной полости (комплексное) взрослым
